Id,Influential,Kundan_follower,Kundan_following,Kundan_mentions_r,Kundan_retweets_r,Kundan_mentions_s,Kundan_retweets_s,Kundan_posts,Hritik_follower,Hritik_following,Hritik_mentions_r,Hritik_retweets_r,Hritik_mentions_s,Hritik_retweets_s,Hritik_posts
2529,0,1445520,260,52.1790895658,13.5647223441,3.4635613426,1.0621201723,2.7712700124,1674046,24246,0,560.77045543,561.797879064,4.3004119793,1.089386938
2530,0,628,921,3.9438483395,0.6185900083,4.769929665,0.8701361269,2.95323722,53678,1751,191.438869699,62.7249449229,0.1005033585,0.1005033585,0.1005033585
2531,0,25360,20872,1.4825932255,0.716815998,1.083654212,1.083654212,2.5327443818,392738,9364,258.523923974,124.471540448,7.4713396256,0.5959620807,10.999133619
2532,1,19562,17637,572.874855518,390.2936809,27.5520404128,7.1675567456,32.1019061639,44027,113,45.2042215224,20.3689668816,1.1161583623,0.1005033585,0.8597184221
2533,1,185616,1001,266.013873916,54.3452304246,13.1119037493,0.3347656668,13.6651725665,3081505,119234,19.1730199185,9.9495108032,0.1005033585,0.1005033585,0.1005033585
2534,1,20288,1568,34.2837900328,21.3172019582,1.3479674658,0.6007140826,1.3659218883,85138,67047,150.340456123,68.1173657547,5.4803489741,0.1005033585,71.8792737542
2535,0,1043,974,0.1005033585,0.1005033585,1.1342695243,0.1005033585,1.6373493471,47006,7814,80.4245750861,23.2592549278,4.502351131,0.1005033585,5.5274982657
2536,1,2745543,7828,349.819625135,107.081021087,0.6040911504,0.1005033585,2.3922013421,236123,858,77.1935733839,23.9710764579,12.5416012889,2.5507250684,12.6070724246
2537,1,224146,272,56.7252801893,11.8540570388,0.1005033585,0.1005033585,5.7829787543,794,479,0.3060734589,0.3060734589,0.1005033585,0.1005033585,1.6219808872
2538,1,513424,6,755.632593095,364.713137315,4.7653348874,0.5861024521,6.5920671904,223,168,0.349326776,0.349326776,0.1005033585,0.1005033585,0.1005033585
2539,1,366460,466,0,167.89692965,415.263913927,49.9186328622,8.0615567177,82.5351766421,143101,128686,874.212873202,347.630667262,4.4984706197,0.1005033585
2540,1,2774790,20342,0,88.57716465,6.1830806789,0.8104606078,0.3395221406,1.0817573066,5922518,483,0,758.403536,0,54.0555967
2541,0,20288,1568,34.2837900328,21.3172019582,1.3479674658,0.6007140826,1.3659218883,221001,906,0,933.23800737,0,574.38645056,0.3395221406
2542,0,102116,293,0,729.45163398,763.659739323,30.8299766589,8.5683669217,93.3115713274,1352348,331,0,129.8486618,0,552.7339915
2543,1,392738,9364,258.523923974,124.471540448,7.4713396256,0.5959620807,10.999133619,58090,6,98.9542408593,27.7975963377,0.7962624141,0.3324230437,0.3324230437
2544,1,92462,692,141.503204167,35.2897466154,3.7872627884,0.5964123765,3.0419149813,108768,57,0.7629784307,0.3060734589,3.6119396487,3.3705065355,10.6005015388
2545,0,1294,431,0.5552041679,0.1005033585,0.1005033585,0.1005033585,0.5959620807,335,469,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.1005033585
2546,1,1209835,3,86.8200838396,18.4581095795,0.1005033585,0.1005033585,0.1005033585,223,168,0.349326776,0.349326776,0.1005033585,0.1005033585,0.1005033585
2547,0,6231,555,67.5773826332,26.9239905484,1.8332678169,0.3468385418,4.7740507894,823481,2667,87.6076556937,28.673226189,6.6549459,2.6157942028,5.0487477794
2548,0,125438,983,55.1372659579,23.4461396366,2.251398297,0.1005033585,7.2079084546,804394,1370,0,881.48299573,0,13.64229512,22.683131263
2549,1,298668,551,493.256379358,206.660552171,4.115212281,0.8545391021,3.0754628095,628,921,3.9438483395,0.6185900083,4.769929665,0.8701361269,2.95323722
2550,1,392738,9364,258.523923974,124.471540448,7.4713396256,0.5959620807,10.999133619,1354,375,12.8553419711,6.2141995443,3.2266005052,1.5378835392,3.2514564759
2551,1,15002,1945,98.5074168407,20.957708926,25.6464141098,0.8395089085,23.3514624082,9679,322,9.60716309,0.3102473647,0.1005033585,0.1005033585,0.1005033585
2552,1,489,473,2.215723419,0.5381217651,0.1005033585,0.1005033585,0.3621500682,592,193,0.5594867099,0.3081499246,1.1058504999,0.3518401439,0.3518401439
2553,1,480412,11948,0,795.52554643,685.575043835,4.5349874439,1.3181402227,15.8259155715,404679,3866,89.0150487336,10.4367800398,14.1894824157,0.8300950124
2554,1,78731,6212,97.3958422434,57.1797678825,13.8436437887,1.7886359685,12.6607555142,794,479,0.3060734589,0.3060734589,0.1005033585,0.1005033585,1.6219808872
2555,0,2208080,240,0,404.43630441,431.10394468,2.596748677,0.1005033585,5.5594904487,5629637,51683,0,894.9012163,0,375.07856014
2556,0,125438,983,55.1372659579,23.4461396366,2.251398297,0.1005033585,7.2079084546,268170,2087,48.0737198205,6.3838985185,0.3569432987,0.3569432987,0.3569432987
2557,0,285735,276251,19.3275815086,7.2920155807,0.1005033585,0.1005033585,0.1005033585,9542820,2069,0,336.3582863,668.570800935,7.3769959697,1.8383807208
2558,1,1674046,24246,0,560.77045543,561.797879064,4.3004119793,1.089386938,3.5551939912,2273871,4524,0,782.40533805,0,944.52424508
2559,0,68,33,0.8009496131,0.1005033585,0.3674625562,0.3674625562,0.3674625562,713,182,1.132282622,0.7018549317,0.1005033585,0.1005033585,0.1005033585
2560,1,19562,17637,572.874855518,390.2936809,27.5520404128,7.1675567456,32.1019061639,1720,540,5.1618482861,1.181624988,2.3241124532,0.6088956694,3.8136608268
2561,0,3914,1439,2.4042122036,1.1619460297,0.1005033585,0.1005033585,0.1005033585,1641075,695,0,237.29104892,0,80.58372601,17.6361116683
2562,1,21591,1179,90.4565058494,25.7982917525,5.7093286483,1.1111588222,5.1766200245,38,0,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.3468385418
2563,1,3524,1881,0.9571141771,0.1005033585,0.1005033585,0.1005033585,0.1005033585,100,201,0.3518401439,0.1005033585,0.3518401439,0.1005033585,0.3518401439
2564,0,34463,29808,15.4304976173,3.9840288049,8.2043311985,0.3324230437,6.9888149568,2745543,7828,349.819625135,107.081021087,0.6040911504,0.1005033585,2.3922013421
2565,0,28613,3557,0.7514342508,0.2959984786,0.1005033585,0.1005033585,0.1005033585,53678,1751,191.438869699,62.7249449229,0.1005033585,0.1005033585,0.1005033585
2566,1,11147,1500,40.5925124122,5.9230088067,19.6480644548,1.8617652072,12.2610292136,223,168,0.349326776,0.349326776,0.1005033585,0.1005033585,0.1005033585
2567,0,103607,53468,48.048702113,25.0929446732,0.1005033585,0.1005033585,0.1005033585,405315,128127,131.597627554,23.4538713842,7.3816125036,0.1005033585,7.4064162329
2568,1,196692,2339,710.749099844,310.219722086,9.7350973046,5.0926758166,17.02822609,9679,322,9.60716309,0.3102473647,0.1005033585,0.1005033585,0.1005033585
2569,1,7214,2271,3.1505015399,0.1005033585,0.1005033585,0.1005033585,0.1005033585,5919,1038,12.2974474043,3.6274531708,9.9499758557,1.1135177977,4.5960887669
2570,0,95,120,0.3569432987,0.1005033585,0.3569432987,0.3569432987,0.3569432987,120772,468,660.384085815,145.539331294,5.02997589,2.3138901451,6.3051161185
2571,1,1525260,747,0,316.25953264,0,401.93976746,8.2571359615,6.5583557312,22.4431911187,1607541,93,389.533119657,217.628442156,0.3595336011
2572,1,242529,7561,242.63363551,106.676389127,7.1983304393,2.0405110851,10.073921354,95,120,0.3569432987,0.1005033585,0.3569432987,0.3569432987,0.3569432987
2573,1,2532,991,3.5718253225,0.9262240641,1.4090783876,0.3674625562,1.6433406958,420965,54,452.758913526,60.1332345138,0.1005033585,0.1005033585,0.3371319527
2574,0,4308,494,38.5452432526,9.6448830684,14.6242718034,1.9087694183,11.8346098544,6029,3353,19.6604471469,7.2153572175,7.0346330956,0.3543788993,10.3401077893
2575,1,1834007,773,0,674.26690878,388.426427249,29.3318518028,7.3082934458,17.6597096249,3722,285,17.1484351254,2.717532222,5.878963793,0.6108188394
2576,0,182598,1402,145.844909693,74.002957632,23.5491892963,0.1005033585,15.9532425551,6225470,381,0,532.6022598,0,816.44753602,6.292393245
2577,1,10270,5625,74.5379654876,34.7487061203,0.1005033585,0.1005033585,3.3186452542,444,155,0.1005033585,0.1005033585,0.349326776,0.1005033585,0.349326776
2578,1,1097135,830,73.1656773765,19.8983664028,0.1005033585,0.1005033585,0.3518401439,203788,1069,0,43.23595348,558.213656192,20.6436432941,1.3712078708
2579,0,131920,364,651.765133792,170.153144385,4.801919843,0.3419364717,7.0540441627,488750,320,0,207.19007707,599.721600029,0.842022025,0.5931986075
2580,0,5151,2195,23.0043971135,13.5295027322,4.8493923758,2.5882985948,4.3711974081,78083,679,165.594483553,89.1431564125,5.1862668448,2.4168313702,7.1793637855
2581,0,3722,285,17.1484351254,2.717532222,5.878963793,0.6108188394,3.5835955172,513424,6,755.632593095,364.713137315,4.7653348874,0.5861024521,6.5920671904
2582,1,1528,1312,0.9499398008,0.2882951908,0.1005033585,0.1005033585,0.1005033585,4721,1369,47.2309634162,1.4464796735,4.5222135322,1.0948409636,6.0344447775
2583,0,871652,140,133.213344879,56.0277473134,2.6225502905,1.1211602233,2.6225502905,4321482,259,0,68.5940808,0,773.24875881,2.1019940226
2584,1,364,927,0.5516804778,0.3102473647,0.8349808627,0.3395221406,0.8325906749,148,398,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.1005033585
2585,1,1641075,695,0,237.29104892,0,80.58372601,17.6361116683,3.3928299607,6.6222058641,4557,82,7.3376261649,4.3974973143,0.1005033585
2586,1,23230,495,118.052431863,56.6682926506,6.373205373,0.8407197447,9.8270049445,444,155,0.1005033585,0.1005033585,0.349326776,0.1005033585,0.349326776
2587,1,3302480,550744,936.636126376,206.101772388,41.3171893605,0.5959620807,42.8137044787,25360,20872,1.4825932255,0.716815998,1.083654212,1.083654212,2.5327443818
2588,1,366460,466,0,167.89692965,415.263913927,49.9186328622,8.0615567177,82.5351766421,676,243,1.9825308626,1.3606406178,0.1005033585,0.1005033585
2589,1,186557,90762,489.106378736,75.7688776728,0.1005033585,0.1005033585,0.1005033585,750,997,2.2924645126,0.312365991,5.135357861,2.0324587395,4.4231557936
2590,0,5151,2195,23.0043971135,13.5295027322,4.8493923758,2.5882985948,4.3711974081,9542820,2069,0,336.3582863,668.570800935,7.3769959697,1.8383807208
2591,0,143101,128686,874.212873202,347.630667262,4.4984706197,0.1005033585,34.9779777238,19562,17637,572.874855518,390.2936809,27.5520404128,7.1675567456,32.1019061639
2592,0,112,243,1.4451735361,0.1005033585,0.1005033585,0.1005033585,0.6031769292,49326,42259,0.4523399003,0.275537618,0.1005033585,0.1005033585,0.1005033585
2593,1,1404323,563,967.720641729,579.431127684,4.4737984918,0.8056802321,6.2418059403,108768,57,0.7629784307,0.3060734589,3.6119396487,3.3705065355,10.6005015388
2594,1,2260661,233,0,580.6294376,0,883.09001537,27.1828015928,13.098383319,18.3497218154,6232,551,5.079484188,1.0535049897,2.0897937521
2595,0,794,892,1.336914175,0.3621500682,1.0592125586,0.3371319527,0.8225839644,185616,1001,266.013873916,54.3452304246,13.1119037493,0.3347656668,13.6651725665
2596,0,723,754,3.1432614757,0.4823746987,1.0773262239,0.3324230437,0.8454065387,167985,34,921.223699099,340.894709974,0.1005033585,0.1005033585,0.3674625562
2597,0,1433,249,0.3395221406,0.1005033585,0.3595336011,0.1005033585,0.8672846826,11018,160,2.9289745107,0.8801967787,0.1005033585,0.1005033585,0.5908589259
2598,0,655,562,1.1513632017,0.1005033585,0.573760547,0.1005033585,0.5690516379,173872,2804,346.547498255,85.7971306975,6.8129738838,1.3379152261,7.5746866876
2599,1,265258,209,631.915946309,457.648549848,5.4609854877,0.1005033585,7.4981264982,4760,425,5.0119622628,1.4078958975,0.1005033585,0.1005033585,0.1005033585
2600,1,462071,331717,201.098430037,136.251577298,0.1005033585,0.1005033585,0.1005033585,6231,555,67.5773826332,26.9239905484,1.8332678169,0.3468385418,4.7740507894
2601,0,20288,1568,34.2837900328,21.3172019582,1.3479674658,0.6007140826,1.3659218883,173872,2804,346.547498255,85.7971306975,6.8129738838,1.3379152261,7.5746866876
2602,0,697,14,20.6191476341,12.3688453917,7.783152957,3.6981954875,11.3782884267,265258,209,631.915946309,457.648549848,5.4609854877,0.1005033585,7.4981264982
2603,0,1271,1503,0.2979731768,0.2979731768,0.1005033585,0.1005033585,0.1005033585,10270,5625,74.5379654876,34.7487061203,0.1005033585,0.1005033585,3.3186452542
2604,1,78731,6212,97.3958422434,57.1797678825,13.8436437887,1.7886359685,12.6607555142,45589,862,148.854279232,36.998883856,27.8817679309,3.3334918042,23.8612817152
2605,1,102116,293,0,729.45163398,763.659739323,30.8299766589,8.5683669217,93.3115713274,1043,81,2.7182813378,0.9324577381,0.1005033585,0.1005033585
2606,0,130850,3394,92.8696511202,16.5384838869,2.5480476154,0.1005033585,3.036687975,44034,2974,223.914525839,85.6051762716,23.6886708148,9.2602446797,21.0503096777
2607,0,53678,1751,191.438869699,62.7249449229,0.1005033585,0.1005033585,0.1005033585,5996,906,15.0502080114,3.3308283763,0.8371689755,0.349326776,0.588345558
2608,1,405315,128127,131.597627554,23.4538713842,7.3816125036,0.1005033585,7.4064162329,1404323,563,967.720641729,579.431127684,4.4737984918,0.8056802321,6.2418059403
2609,1,15385,673,55.9935458813,22.3219449455,6.9462332549,0.3419364717,6.503977478,254,534,3.4536485166,0.2773056408,0.8104847511,0.3419364717,1.2766667445
2610,1,4760,425,5.0119622628,1.4078958975,0.1005033585,0.1005033585,0.1005033585,1271,1503,0.2979731768,0.2979731768,0.1005033585,0.1005033585,0.1005033585
2611,1,676,243,1.9825308626,1.3606406178,0.1005033585,0.1005033585,36.4016397161,20,7,7.6908237318,0.2773056408,1.3315079797,0.1005033585,2.8306268013
2612,0,254,534,3.4536485166,0.2773056408,0.8104847511,0.3419364717,1.2766667445,7554,1711,21.6018659681,3.5816611274,6.7646570426,1.1197266986,4.5632463243
2613,1,3638,3341,2.7935772011,1.4027026296,2.5940892677,0.5981501935,3.8021434159,627949,150866,246.40384554,74.7054295201,21.2609389965,1.3206810342,15.2780657745
2614,1,10693,935,0.6344217539,0.3674625562,0.3674625562,0.1005033585,0.3674625562,1043,81,2.7182813378,0.9324577381,0.1005033585,0.1005033585,0.1005033585
2615,1,26821,24787,8.1487198267,7.707475357,1.0589928178,1.0589928178,42.4717126568,2651,2838,15.7581262211,5.3193543951,14.1782998085,1.3687795119,6.6216545612
2616,1,15002,1945,98.5074168407,20.957708926,25.6464141098,0.8395089085,23.3514624082,25195,1443,1.6611637358,0.1005033585,0.3543788993,0.3543788993,5.0628163375
2617,0,2403,1,40.2365533557,31.4587083471,51.6200048428,0.1005033585,42.6304263082,1706188,402,837.580052302,93.569848167,7.6212593663,2.6090599903,4.8662709906
2618,0,8120,710,7.3686429024,2.088374797,1.5987978599,0.5958120124,1.3328494442,131920,364,651.765133792,170.153144385,4.801919843,0.3419364717,7.0540441627
2619,1,126738,779,171.819555176,37.2942852658,4.411322664,1.5302224925,4.2028825849,2470,357,1.1264741305,0.3232844828,0.3371319527,0.3371319527,0.5961621953
2620,1,580544,2799,296.978205315,135.831428625,15.0330256841,4.8071798123,8.2620631267,3166413,276,0,253.34542879,980.12092647,12.9634252305,2.3800180776
2621,1,58090,6,98.9542408593,27.7975963377,0.7962624141,0.3324230437,0.3324230437,592,193,0.5594867099,0.3081499246,1.1058504999,0.3518401439,0.3518401439
2622,0,12657,179,5.3962183647,2.5815200432,1.5941844812,0.3518401439,1.3208918403,3441,2073,52.5057746271,7.1789999611,3.4538736712,0.3674625562,4.9979537558
2623,0,1796718,284,0,149.65260351,140.393090952,1.0890045262,0.1005033585,2.3114954551,3317868,58,0,181.19036583,0,200.00702641
2624,1,2025113,34,0,605.0534517,0,512.89422412,0.1005033585,0.1005033585,0.6014215585,39262,848,40.4950207027,8.9436069153,3.2276769003
2625,0,3081505,119234,19.1730199185,9.9495108032,0.1005033585,0.1005033585,0.1005033585,10270,5625,74.5379654876,34.7487061203,0.1005033585,0.1005033585,3.3186452542
2626,0,127,106,1.0937724431,0.1005033585,0.3674625562,0.1005033585,0.6239024964,96531,87,81.5617342573,43.3214649545,6.5902451098,2.3391332378,12.0896446122
2627,0,67736,30523,48.7654171991,14.0291133209,12.2462332026,0.1005033585,9.0001037092,78731,6212,97.3958422434,57.1797678825,13.8436437887,1.7886359685,12.6607555142
2628,1,4763,252,0.7780113617,0.1005033585,0.1005033585,0.1005033585,0.3324230437,15854,2239,24.5634412189,1.822494981,7.0943030154,1.1189048731,4.3611075381
2629,1,2104,260,34.4283902727,4.4576222059,15.0611410766,0.588345558,12.4763080359,163,290,0.327807842,0.1005033585,0.8273643401,0.1005033585,1.3155021891
2630,0,1010,1014,0.9576896234,0.1005033585,1.0470177354,0.3371319527,0.3371319527,614689,400,199.618296223,67.8124694734,9.3661922419,0.3595336011,4.0944875527
2631,1,366460,466,0,167.89692965,415.263913927,49.9186328622,8.0615567177,82.5351766421,462071,331717,201.098430037,136.251577298,0.1005033585,0.1005033585
2632,0,78083,679,165.594483553,89.1431564125,5.1862668448,2.4168313702,7.1793637855,132100,56571,388.210787203,13.7901207488,25.9219139652,0.3419364717,17.5938470236
2633,0,592,193,0.5594867099,0.3081499246,1.1058504999,0.3518401439,0.3518401439,2745543,7828,349.819625135,107.081021087,0.6040911504,0.1005033585,2.3922013421
2634,1,3302480,550744,936.636126376,206.101772388,41.3171893605,0.5959620807,42.8137044787,279,40,0.2940435274,0.2940435274,0.1005033585,0.1005033585,0.1005033585
2635,0,488553,38857,44.9295850425,5.1435657728,2.299665752,0.5714418257,2.2972755642,6225470,381,0,532.6022598,0,816.44753602,6.292393245
2636,0,444,155,0.1005033585,0.1005033585,0.349326776,0.1005033585,0.349326776,266407,1592,660.897263062,297.090332679,28.2579999628,0.8396823434,20.7226649911
2637,1,143101,128686,874.212873202,347.630667262,4.4984706197,0.1005033585,34.9779777238,2273871,4524,0,782.40533805,0,944.52424508,12.9557232877
2638,1,1437,382,1.5881175759,0.9652707536,1.6340401036,0.3543788993,0.869849082,3524,1881,0.9571141771,0.1005033585,0.1005033585,0.1005033585,0.1005033585
2639,0,1337,161,0.5487683258,0.3145060176,0.3347656668,0.1005033585,0.3347656668,1750,565,6.6311774021,2.0481571184,2.0697883693,1.0641126875,3.3008829752
2640,0,33127,1583,2.1695498981,1.4903881224,0.1005033585,0.1005033585,0.1005033585,49379,5748,131.700521277,20.5625007071,7.2872047486,1.5819749842,6.0545440492
2641,0,1140,927,0.5774966117,0.1005033585,0.3419364717,0.1005033585,0.3419364717,254,534,3.4536485166,0.2773056408,0.8104847511,0.3419364717,1.2766667445
2642,1,8048101,1,0,519.91577878,0,530.02978926,0.1005033585,0.1005033585,0.3324230437,5629637,51683,0,894.9012163,0
2643,0,444,155,0.1005033585,0.1005033585,0.349326776,0.1005033585,0.349326776,4760,425,5.0119622628,1.4078958975,0.1005033585,0.1005033585,0.1005033585
2644,0,711,364,2.0315457346,1.3513698705,0.3324230437,0.3324230437,0.3324230437,3004,171,5.4778540453,2.5088785687,0.6134091419,0.6134091419,1.1237246227
2645,1,163145,906,182.175568401,78.0432023746,11.6076680412,3.59001979,9.6051545207,25195,1443,1.6611637358,0.1005033585,0.3543788993,0.3543788993,5.0628163375
2646,0,95,120,0.3569432987,0.1005033585,0.3569432987,0.3569432987,0.3569432987,209,454,0.6134091419,0.3543788993,0.1005033585,0.1005033585,0.1005033585
2647,1,864557,7352,0,744.73281891,0,311.50720366,14.2957902199,0.3518401439,14.7637491918,2403,1,40.2365533557,31.4587083471,51.6200048428
2648,1,8168488,76,0,821.69423405,787.511274161,2.6052106632,0.5833695849,2.3816871119,10270,5625,74.5379654876,34.7487061203,0.1005033585,0.1005033585
2649,0,3764,703,5.2706205371,1.6011585692,2.3383325606,0.1005033585,1.5965386702,1097135,830,73.1656773765,19.8983664028,0.1005033585,0.1005033585,0.3518401439
2650,1,1140,927,0.5774966117,0.1005033585,0.3419364717,0.1005033585,0.3419364717,10693,935,0.6344217539,0.3674625562,0.3674625562,0.1005033585,0.3674625562
2651,0,3524,1881,0.9571141771,0.1005033585,0.1005033585,0.1005033585,0.1005033585,561,477,4.0922921005,0.8049523418,1.6523043654,0.6134091419,2.1485136564
2652,0,697,14,20.6191476341,12.3688453917,7.783152957,3.6981954875,11.3782884267,508213,554,0,619.31076978,878.310233803,7.8286757017,2.2675742595
2653,0,804394,1370,0,881.48299573,0,13.64229512,22.683131263,2.3855379735,18.4209811988,54453,7688,115.323357245,22.752883155,16.8677184175
2654,1,143101,128686,874.212873202,347.630667262,4.4984706197,0.1005033585,34.9779777238,1433,249,0.3395221406,0.1005033585,0.3595336011,0.1005033585,0.8672846826
2655,1,2208080,240,0,404.43630441,431.10394468,2.596748677,0.1005033585,5.5594904487,657021,4535,640.945858955,103.354442415,2.1351367092,0.3595336011
2656,1,28613,3557,0.7514342508,0.2959984786,0.1005033585,0.1005033585,0.1005033585,676,243,1.9825308626,1.3606406178,0.1005033585,0.1005033585,36.4016397161
2657,0,254,341,6.5257924076,1.1579752375,1.3328979597,0.3518401439,1.5671602679,3106,3232,4.12499755,2.5711128009,0.1005033585,0.1005033585,1.1090679786
2658,0,2014,1943,0.7568434702,0.1005033585,0.3347656668,0.1005033585,1.328776303,125438,983,55.1372659579,23.4461396366,2.251398297,0.1005033585,7.2079084546
2659,1,39262,848,40.4950207027,8.9436069153,3.2276769003,0.5643427289,1.0703207086,33669,29327,128.414854027,23.9196306635,6.5562550178,0.3395221406,12.2922053818
2660,1,1720,540,5.1618482861,1.181624988,2.3241124532,0.6088956694,3.8136608268,20542,635,10.99055651,1.4546567443,1.0957970285,0.5981501935,2.0777180339
2661,0,177796,0,9.1483841077,5.3226945927,0.1005033585,0.1005033585,0.1005033585,127,106,1.0937724431,0.1005033585,0.3674625562,0.1005033585,0.6239024964
2662,1,65264,956,226.763549906,72.1454053207,3.7816645324,2.0479372422,3.0637191965,9512,12,52.1670684554,23.1822884278,0.3621500682,0.1005033585,6.8060452592
2663,0,236123,858,77.1935733839,23.9710764579,12.5416012889,2.5507250684,12.6070724246,102116,293,0,729.45163398,763.659739323,30.8299766589,8.5683669217
2664,1,9542820,2069,0,336.3582863,668.570800935,7.3769959697,1.8383807208,3.1136251344,236123,858,77.1935733839,23.9710764579,12.5416012889,2.5507250684
2665,0,19,94,0.1005033585,0.1005033585,0.5643427289,0.1005033585,0.3324230437,1459,1901,8.6839181919,1.9417098613,5.4570867492,1.3524121554,4.8788000753
2666,0,6232,551,5.079484188,1.0535049897,2.0897937521,0.8374392375,1.3477547184,33669,29327,128.414854027,23.9196306635,6.5562550178,0.3395221406,12.2922053818
2667,0,41367,71,32.5496527385,16.5278458647,4.5907304623,1.5873651839,10.8323755103,322682,37601,176.533715916,42.3302213798,6.8492272287,1.3450733981,4.3598654483
2668,1,366460,466,0,167.89692965,415.263913927,49.9186328622,8.0615567177,82.5351766421,3166413,276,0,253.34542879,980.12092647,12.9634252305
2669,1,508213,554,0,619.31076978,878.310233803,7.8286757017,2.2675742595,23.6213238573,44027,113,45.2042215224,20.3689668816,1.1161583623,0.1005033585
2670,0,11427,1951,31.2018970657,9.4677393212,12.7086399663,1.0914253809,16.9942186851,282305,2114,38.8128094277,14.1610399443,7.5188989033,0.8379415849,5.0101787474
2671,0,1525260,747,0,316.25953264,0,401.93976746,8.2571359615,6.5583557312,22.4431911187,11147,1500,40.5925124122,5.9230088067,19.6480644548
2672,0,3166413,276,0,253.34542879,980.12092647,12.9634252305,2.3800180776,100.537796661,470926,322,0,5.88841255,440.824681207,6.1969294162
2673,1,3722,285,17.1484351254,2.717532222,5.878963793,0.6108188394,3.5835955172,49326,42259,0.4523399003,0.275537618,0.1005033585,0.1005033585,0.1005033585
2674,1,1834007,773,0,674.26690878,388.426427249,29.3318518028,7.3082934458,17.6597096249,102116,293,0,729.45163398,763.659739323,30.8299766589
2675,0,1287,580,4.2180373371,1.9863974635,0.3647929643,0.3647929643,0.6086647957,366234,1035,103.444103785,8.3168087363,7.9459672565,0.349326776,5.0389773089
2676,1,3453,290,9.2040483116,2.1030181396,0.1005033585,0.1005033585,0.3674625562,1841,226,18.3049398155,5.6962863341,2.4195721948,0.3621500682,4.4272725698
2677,0,53678,1751,191.438869699,62.7249449229,0.1005033585,0.1005033585,0.1005033585,196692,2339,710.749099844,310.219722086,9.7350973046,5.0926758166,17.02822609
2678,1,1481379,147521,0,902.07037931,0,12.05587584,10.4384603887,0.1005033585,193.072418229,565,613,11.7772063978,1.0504861156,5.6445620907
2679,0,24437,279,12.3557961024,7.1442667563,2.1357673116,0.5993822414,4.6663647751,10270,5625,74.5379654876,34.7487061203,0.1005033585,0.1005033585,3.3186452542
2680,0,127,36,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.34437519,65264,956,226.763549906,72.1454053207,3.7816645324,2.0479372422,3.0637191965
2681,1,1271,1503,0.2979731768,0.2979731768,0.1005033585,0.1005033585,0.1005033585,2651,2838,15.7581262211,5.3193543951,14.1782998085,1.3687795119,6.6216545612
2682,1,11427,1951,31.2018970657,9.4677393212,12.7086399663,1.0914253809,16.9942186851,11018,160,2.9289745107,0.8801967787,0.1005033585,0.1005033585,0.5908589259
2683,0,794,479,0.3060734589,0.3060734589,0.1005033585,0.1005033585,1.6219808872,2014,1943,0.7568434702,0.1005033585,0.3347656668,0.1005033585,1.328776303
2684,1,67736,30523,48.7654171991,14.0291133209,12.2462332026,0.1005033585,9.0001037092,130878,5409,14.4416640637,5.6737539819,0.8752136377,0.1005033585,26.1918930322
2685,0,2403,1,40.2365533557,31.4587083471,51.6200048428,0.1005033585,42.6304263082,1271,1503,0.2979731768,0.2979731768,0.1005033585,0.1005033585,0.1005033585
2686,0,44,79,0.5768715825,0.1005033585,0.1005033585,0.1005033585,0.1005033585,15385,673,55.9935458813,22.3219449455,6.9462332549,0.3419364717,6.503977478
2687,1,242529,7561,242.63363551,106.676389127,7.1983304393,2.0405110851,10.073921354,20,7,7.6908237318,0.2773056408,1.3315079797,0.1005033585,2.8306268013
2688,0,100836,144,512.444492859,143.893264105,4.5897566217,1.8449317073,5.1108506011,366460,466,0,167.89692965,415.263913927,49.9186328622,8.0615567177
2689,0,3893,1059,3.2604733081,1.051286304,1.1008237642,0.1005033585,1.1008237642,1043,974,0.1005033585,0.1005033585,1.1342695243,0.1005033585,1.6373493471
2690,1,126738,779,171.819555176,37.2942852658,4.411322664,1.5302224925,4.2028825849,1354,375,12.8553419711,6.2141995443,3.2266005052,1.5378835392,3.2514564759
2691,0,3106,3232,4.12499755,2.5711128009,0.1005033585,0.1005033585,1.1090679786,366460,466,0,167.89692965,415.263913927,49.9186328622,8.0615567177
2692,0,108768,57,0.7629784307,0.3060734589,3.6119396487,3.3705065355,10.6005015388,614689,400,199.618296223,67.8124694734,9.3661922419,0.3595336011,4.0944875527
2693,1,117913,1299,189.755229794,67.3102230393,11.2948306946,2.5672691674,10.9337661034,65264,956,226.763549906,72.1454053207,3.7816645324,2.0479372422,3.0637191965
2694,1,948551,75,0,738.81759374,0,738.22521768,15.7845956254,3.5944744739,32.2224096489,7360339,95,0,473.150064,0
2695,1,265258,209,631.915946309,457.648549848,5.4609854877,0.1005033585,7.4981264982,254,534,3.4536485166,0.2773056408,0.8104847511,0.3419364717,1.2766667445
2696,1,405315,128127,131.597627554,23.4538713842,7.3816125036,0.1005033585,7.4064162329,3764,703,5.2706205371,1.6011585692,2.3383325606,0.1005033585,1.5965386702
2697,0,356712,2070,24.8239103521,4.4681260342,2.144406357,0.6057667162,1.6270389073,1445520,260,52.1790895658,13.5647223441,3.4635613426,1.0621201723,2.7712700124
2698,0,683,1608,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.3569432987,3520,226,33.7578423365,8.0401568002,9.528880487,1.8208376952,9.9512620364
